"mz","mean.log.int","sd.log.int","missing.rate","species","strain"
1059.72416431973,-5.60075977875305,0.179372718184524,0,"C","Y"
1060.73682982616,-5.79787208013339,0.169299954611314,0,"C","Y"
1115.06357388093,-5.16363296166049,0.13180914386941,0,"C","Y"
1116.01024372962,-5.49567190247885,0.177136707874535,0,"C","Y"
1117.04391139923,-5.67596455325625,0.174763958032793,0,"C","Y"
1118.02691427005,-5.73671683255999,0.146707179745132,0,"C","Y"
1120.03158335023,-5.77832244458492,0.0249352821678396,0,"C","Y"
1143.10161797838,-4.91246639287898,0.0784718145571311,0,"C","Y"
1144.06995095711,-5.16634903496746,0.125174235479049,0,"C","Y"
1146.06462090903,-5.20326362257042,0.0329978947616808,0,"C","Y"
1148.06695718972,-4.98590472705367,0.00532488603962468,0,"C","Y"
1149.05965343287,-5.48039967189643,0.000320937054782818,0.333333333333333,"C","Y"
1174.07134106177,-5.25602076832184,0.0540577428351465,0,"C","Y"
1175.08134559078,-5.65537338028823,0.0499288623998971,0,"C","Y"
1192.03405429781,-5.54548402733622,0.039895222224521,0,"C","Y"
1208.0450636253,-5.38939995893389,0.0411951379441679,0,"C","Y"
1209.0267303309,-5.91355201237925,0.0213226026410953,0,"C","Y"
1246.05863332495,-5.70989322691909,0.0255204027792073,0,"C","Y"
1274.15488256901,-5.01586926274395,0.0644247108683416,0,"C","Y"
1276.15854461973,-5.50873795726226,0.0268742471421595,0,"C","Y"
1290.17820984975,-5.69630654049754,0.0142454616403586,0,"C","Y"
1302.2215311253,-4.85351544756318,0.083422704092115,0,"C","Y"
1303.19419943003,-5.13263027149762,0.0677684094043993,0,"C","Y"
1318.21090492678,-5.43329304345398,0.0575155780205765,0,"C","Y"
1319.21628577563,-5.68123862884856,0.00065164729343483,0.333333333333333,"C","Y"
1330.20429987637,-5.46106538604037,0.0057391446396974,0,"C","Y"
1354.340080435,-5.63621363371526,0.0827087748370384,0,"C","Y"
1356.3434544903,-4.1618741316246,0.0149988588981149,0,"C","Y"
1357.30280896792,-4.3011391219017,0.0136992488135245,0,"C","Y"
1358.30149586401,-4.2546518435613,0.0047478313314732,0,"C","Y"
1370.3678162831,-4.98674997967116,0.0628927674330695,0,"C","Y"
1372.32148703922,-4.98705162360069,0.081976810375841,0,"C","Y"
1382.39424819642,-4.31917905848086,0.00446695225599313,0,"C","Y"
1384.3999348986,-3.38920345031477,0.0615340940070701,0,"C","Y"
1396.41606260115,-5.78587504810778,0.119209017539366,0,"C","Y"
1398.41475216404,-4.57911134471344,0.00871702304973029,0,"C","Y"
1399.39043052334,-4.73558324171221,0.0696710972261091,0,"C","Y"
1410.46556322271,-4.08711540427423,0.0248004887420507,0,"C","Y"
1412.44725432523,-3.3728134356431,0.0692247450826211,0,"C","Y"
1438.45427330141,-4.92822406687578,0.0397932564595793,0,"C","Y"
1482.31478583366,-5.32310439771927,0.0135270118074948,0,"C","Y"
1484.28513476068,-4.90826258074,0.00198397420195258,0,"C","Y"
1486.28514981772,-5.0865584980038,0.0605854558335087,0,"C","Y"
1510.33294004323,-5.08537979502714,0.00139888883368283,0,"C","Y"
1512.31461423896,-4.90898076506948,0.0347628671420886,0,"C","Y"
1514.25795490495,-5.25508756403073,0.0535962755316721,0,"C","Y"
1737.6002399948,-5.35121171115067,0.114516759746201,0,"C","Y"
1839.8675483649,-5.86086564400594,0.203036680939507,0,"C","Y"
1891.76134881224,-5.69195704994191,0.148202750599217,0,"C","Y"
1919.77756905623,-4.4262395816772,0.00433240545267399,0,"C","Y"
