"mz","mean.log.int","sd.log.int","missing.rate","species","strain"
1150.03530251369,-6.26389175736601,0.420533308881994,0,"A","X"
1160.03794124739,-6.42266322312195,0.190346690164663,0.166666666666667,"A","X"
1176.08865539452,-5.85941650181192,0.307446005355699,0.166666666666667,"A","X"
1177.0264091769,-5.9222939493026,0.152924415060254,0.5,"A","X"
1178.02608351884,-5.8357024902629,0.18874341481672,0.166666666666667,"A","X"
1190.07882014043,-6.34240179902131,0.371796742936855,0.166666666666667,"A","X"
1191.12040518677,-6.4656892644695,0.284642494153825,0.5,"A","X"
1194.04688127503,-6.38330281350458,0.317699517927243,0.166666666666667,"A","X"
1205.94942503489,-5.28494349326475,0.931119116307324,0.166666666666667,"A","X"
1207.10231567986,-5.44232832908183,0.753255624251749,0,"A","X"
1222.02797289946,-5.78511425882456,0.694735629390987,0.166666666666667,"A","X"
1223.07578224684,-5.64343841804961,0.198863085142055,0.166666666666667,"A","X"
1274.0750881715,-6.26780918327544,0.177963306781909,0.166666666666667,"A","X"
1332.14076033811,-6.25958612004546,0.589104730155497,0,"A","X"
1346.15698805623,-6.31249474393623,0.887215991061295,0,"A","X"
1348.15603680606,-5.46831648928347,0.296643355410286,0.166666666666667,"A","X"
1358.20478662567,-5.78161943592803,0.348505758150502,0.166666666666667,"A","X"
1360.19502151473,-4.71442405238637,0.180451093650446,0,"A","X"
1376.17912748837,-3.21830947016083,0.0694697380824771,0.333333333333333,"A","X"
1377.09416555587,-3.33849290486216,0.0622945457723286,0.166666666666667,"A","X"
1386.29234971264,-5.26375318622631,0.771238044859416,0,"A","X"
1388.27594897941,-5.08034464177466,0.287836104442394,0.166666666666667,"A","X"
1390.13398209446,-5.26603299149652,0.130555230941408,0.333333333333333,"A","X"
1392.16781849518,-3.74201206462472,0.0913888606371946,0.333333333333333,"A","X"
1393.11472215226,-3.91508955358285,0.131226903441029,0.333333333333333,"A","X"
1400.34891878629,-5.26499130867702,0.667678755810038,0.166666666666667,"A","X"
1401.22053347589,-5.34912975187867,0.729663131932413,0.333333333333333,"A","X"
1402.20217993035,-5.63347136892254,0.179846322460708,0.333333333333333,"A","X"
1412.31484728539,-4.8039372063538,0.358292447877682,0.333333333333333,"A","X"
1414.29421763232,-3.63565417955948,0.248507877657315,0.333333333333333,"A","X"
1415.17303823653,-3.91734616524206,0.355782643560247,0,"A","X"
1426.31033619736,-5.30814159391676,0.178517106371077,0.333333333333333,"A","X"
1428.29215542779,-4.29773209093867,0.402993546285656,0.333333333333333,"A","X"
1429.21529770402,-4.43006412490957,0.322159341696534,0.166666666666667,"A","X"
1440.29758905878,-4.88434289737788,0.517989541880442,0.333333333333333,"A","X"
1441.13613701298,-4.87359522707859,0.333595035265154,0.333333333333333,"A","X"
1442.23043320701,-5.00041592186916,0.314771704639128,0,"A","X"
1454.29348529909,-5.91776035811897,0.305117648714973,0.333333333333333,"A","X"
1456.03547466958,-4.38353114708555,1.46363714550049,0.333333333333333,"A","X"
1456.97130291561,-3.96564080234135,0.403574336597147,0.5,"A","X"
1472.14151902743,-4.23791131249626,0.241807342864498,0.5,"A","X"
1473.01804805871,-4.53260890504969,0.412919864944648,0.333333333333333,"A","X"
1514.19397896927,-6.17165530523991,0.176864246378644,0,"A","X"
1516.2612318124,-6.44527014415993,0.207152329996373,0,"A","X"
1546.31054728215,-5.70969798581867,0.111173028985304,0.5,"A","X"
1547.18948169929,-5.79329645452329,0.106883971857758,0.333333333333333,"A","X"
1611.17514735659,-6.09309529106837,0.25958375980557,0.166666666666667,"A","X"
1627.08904495584,-4.19492734535617,0.303569444584471,0.166666666666667,"A","X"
1642.2369200129,-4.69915951984748,0.223858720733522,0.5,"A","X"
1643.10267211756,-4.8724594051659,0.30059999019113,0.166666666666667,"A","X"
